frame_key,video_id,timestamp,num_objects_detected,num_interactions,interacting_objects,verbs,target_object,target_verb,target_pair
89_40597,89,1353.233,3,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
89_40916,89,1363.866,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_40942,89,1364.733,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_41206,89,1373.533,9,1,['power_supply_cables'],['decontact'],power_supply_cables,decontact,decontact__power_supply_cables
89_41336,89,1377.866,8,1,['power_supply_cables'],['first_contact'],power_supply_cables,first_contact,first_contact__power_supply_cables
89_41486,89,1382.866,9,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
89_41563,89,1385.433,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_41595,89,1386.5,1,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_41797,89,1393.233,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_41888,89,1396.266,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_42406,89,1413.533,6,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
89_42460,89,1415.333,1,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_42503,89,1416.766,1,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_42691,89,1423.033,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_42785,89,1426.166,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_43553,89,1451.766,1,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_43569,89,1452.3,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_43752,89,1458.4,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_43820,89,1460.666,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_43857,89,1461.9,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_43901,89,1463.366,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_44356,89,1478.533,6,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
89_44389,89,1479.633,1,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_44740,89,1491.333,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_45424,89,1514.133,1,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_45440,89,1514.666,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_45608,89,1520.266,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_45746,89,1524.866,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_46073,89,1535.766,6,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
89_46100,89,1536.666,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_46123,89,1537.433,1,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_46304,89,1543.466,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_46405,89,1546.833,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
89_46585,89,1552.833,3,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
89_46600,89,1553.333,3,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
89_46652,89,1555.066,3,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
89_46800,89,1560.0,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
89_47184,89,1572.8,7,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
89_47242,89,1574.733,6,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
89_47394,89,1579.8,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
89_47460,89,1582.0,2,1,['oscilloscope_probe_tip'],['decontact'],oscilloscope_probe_tip,decontact,decontact__oscilloscope_probe_tip
89_47498,89,1583.266,3,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
89_47527,89,1584.233,3,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
89_47964,89,1598.8,4,1,['electric_screwdriver'],['decontact'],electric_screwdriver,decontact,decontact__electric_screwdriver
89_48116,89,1603.866,2,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
89_48153,89,1605.1,5,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
89_48186,89,1606.2,5,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
89_49667,89,1655.566,7,1,['battery_connector'],['release'],battery_connector,release,release__battery_connector
89_49715,89,1657.166,3,1,['socket_4'],['first_contact'],socket_4,first_contact,first_contact__socket_4
89_49736,89,1657.866,3,1,['socket_4'],['decontact'],socket_4,decontact,decontact__socket_4
89_50419,89,1680.633,3,1,['register'],['decontact'],register,decontact,decontact__register
89_50752,89,1691.733,4,1,['left_red_button'],['first_contact'],left_red_button,first_contact,first_contact__left_red_button
89_50759,89,1691.966,4,1,['left_red_button'],['decontact'],left_red_button,decontact,decontact__left_red_button
91_972,91,32.4,4,1,['left_green_button'],['first_contact'],left_green_button,first_contact,first_contact__left_green_button
91_994,91,33.133,4,1,['left_green_button'],['decontact'],left_green_button,decontact,decontact__left_green_button
91_1019,91,33.966,4,1,['right_green_button'],['first_contact'],right_green_button,first_contact,first_contact__right_green_button
91_1063,91,35.433,4,1,['right_green_button'],['decontact'],right_green_button,decontact,decontact__right_green_button
91_1606,91,53.533,14,1,['high_voltage_board'],['take'],high_voltage_board,take,take__high_voltage_board
91_1751,91,58.366,8,1,['high_voltage_board'],['release'],high_voltage_board,release,release__high_voltage_board
91_1971,91,65.7,12,1,['screwdriver'],['take'],screwdriver,take,take__screwdriver
91_3329,91,110.966,8,1,['high_voltage_board'],['take'],high_voltage_board,take,take__high_voltage_board
91_3741,91,124.7,8,1,['screwdriver'],['release'],screwdriver,release,release__screwdriver
91_3771,91,125.7,8,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_4628,91,154.266,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
91_4647,91,154.9,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
91_4938,91,164.6,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
91_5434,91,181.133,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
91_5580,91,186.0,9,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_5751,91,191.7,8,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_6042,91,201.4,9,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
91_6349,91,211.633,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
91_6467,91,215.566,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
91_6525,91,217.5,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
91_6542,91,218.066,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
91_7050,91,235.0,8,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_7116,91,237.2,10,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
91_7132,91,237.733,9,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_7180,91,239.333,10,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
91_7254,91,241.8,13,1,['screwdriver'],['take'],screwdriver,take,take__screwdriver
91_7917,91,263.9,12,1,['screwdriver'],['release'],screwdriver,release,release__screwdriver
91_7949,91,264.966,7,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_8015,91,267.166,7,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_8274,91,275.8,5,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
91_8302,91,276.733,5,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
91_8410,91,280.333,5,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
91_8938,91,297.933,5,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
91_9190,91,306.333,9,1,['pliers'],['take'],pliers,take,take__pliers
91_9717,91,323.9,5,1,['welder_probe_tip'],['take'],welder_probe_tip,take,take__welder_probe_tip
91_10554,91,351.8,8,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
91_11062,91,368.733,8,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_11309,91,376.966,8,1,['welder_probe_tip'],['take'],welder_probe_tip,take,take__welder_probe_tip
91_12031,91,401.033,8,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
91_12057,91,401.9,7,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_12397,91,413.233,5,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
91_12531,91,417.7,5,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
91_12622,91,420.733,5,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
91_12627,91,420.9,5,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
91_12671,91,422.366,5,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
91_12706,91,423.533,5,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
91_12894,91,429.8,8,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_12981,91,432.7,9,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_13061,91,435.366,9,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_13595,91,453.166,9,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_13895,91,463.166,8,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_14145,91,471.5,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
91_14155,91,471.833,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
91_14382,91,479.4,5,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
91_14707,91,490.233,5,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
91_14924,91,497.466,9,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_14932,91,497.733,7,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_15247,91,508.233,7,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
91_15299,91,509.966,9,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_15580,91,519.333,4,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
91_15597,91,519.9,4,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
91_15951,91,531.7,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_15968,91,532.266,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_16249,91,541.633,9,1,['oscilloscope_ground_clip'],['release'],oscilloscope_ground_clip,release,release__oscilloscope_ground_clip
91_16275,91,542.5,9,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
91_16770,91,559.0,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_16799,91,559.966,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_17103,91,570.1,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_17245,91,574.833,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_17588,91,586.266,9,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_17646,91,588.2,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_17675,91,589.166,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_17972,91,599.066,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_18107,91,603.566,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_18180,91,606.0,9,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
91_18428,91,614.266,6,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_18478,91,615.933,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_18509,91,616.966,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_18795,91,626.5,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_18876,91,629.2,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_19162,91,638.733,6,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
91_19300,91,643.333,9,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_19389,91,646.3,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_19420,91,647.333,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_19744,91,658.133,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_19870,91,662.333,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_20251,91,675.033,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_20280,91,676.0,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_20540,91,684.666,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_20671,91,689.033,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_21030,91,701.0,5,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
91_21172,91,705.733,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
91_21254,91,708.466,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
91_21270,91,709.0,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
91_21628,91,720.933,8,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
91_21721,91,724.033,8,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_21735,91,724.5,9,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_22364,91,745.466,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_22401,91,746.7,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_22490,91,749.666,4,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
91_22505,91,750.166,4,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
91_22891,91,763.033,9,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_23267,91,775.566,9,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_23324,91,777.466,10,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_23554,91,785.133,5,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
91_23570,91,785.666,5,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
91_23688,91,789.6,5,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
91_23980,91,799.333,5,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
91_25273,91,842.433,8,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
91_25580,91,852.666,10,1,['high_voltage_board'],['release'],high_voltage_board,release,release__high_voltage_board
91_25720,91,857.333,8,1,['welder_probe_tip'],['take'],welder_probe_tip,take,take__welder_probe_tip
91_26427,91,880.9,8,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
91_26461,91,882.033,9,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_26632,91,887.733,8,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
91_26648,91,888.266,8,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_26794,91,893.133,5,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
91_26926,91,897.533,5,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
91_27033,91,901.1,5,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
91_27097,91,903.233,5,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
91_27359,91,911.966,7,1,['high_voltage_board'],['take'],high_voltage_board,take,take__high_voltage_board
91_28952,91,965.066,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
91_28996,91,966.533,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
91_29208,91,973.6,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
91_29264,91,975.466,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
91_29390,91,979.666,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
91_29653,91,988.433,5,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
91_30065,91,1002.166,9,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
91_30135,91,1004.5,9,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_30554,91,1018.466,3,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
91_30565,91,1018.833,3,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
91_30931,91,1031.033,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_30966,91,1032.2,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_31126,91,1037.533,5,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
91_31268,91,1042.266,9,1,['oscilloscope_probe_tip'],['decontact'],oscilloscope_probe_tip,decontact,decontact__oscilloscope_probe_tip
91_31870,91,1062.333,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_31902,91,1063.4,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_32293,91,1076.433,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_32446,91,1081.533,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_32841,91,1094.7,9,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_32888,91,1096.266,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_32913,91,1097.1,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_33203,91,1106.766,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_33291,91,1109.7,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_33526,91,1117.533,7,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
91_33862,91,1128.733,8,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_33918,91,1130.6,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_33951,91,1131.7,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_34302,91,1143.4,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_34460,91,1148.666,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_34898,91,1163.266,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_34925,91,1164.166,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_35292,91,1176.4,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_35656,91,1188.533,7,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_35702,91,1190.066,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_35726,91,1190.866,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_36083,91,1202.766,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_36229,91,1207.633,9,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
91_36469,91,1215.633,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_36505,91,1216.833,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_36781,91,1226.033,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_36933,91,1231.1,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_37169,91,1238.966,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
91_37280,91,1242.666,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
91_37370,91,1245.666,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
91_37379,91,1245.966,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
91_37595,91,1253.166,10,1,['oscilloscope_ground_clip'],['take'],oscilloscope_ground_clip,take,take__oscilloscope_ground_clip
91_37768,91,1258.933,8,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
91_37776,91,1259.2,9,1,['oscilloscope_ground_clip'],['release'],oscilloscope_ground_clip,release,release__oscilloscope_ground_clip
91_37816,91,1260.533,9,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
91_38221,91,1274.033,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
91_38270,91,1275.666,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
91_38337,91,1277.9,4,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
91_38360,91,1278.666,4,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
91_39125,91,1304.166,9,1,['screwdriver'],['release'],screwdriver,release,release__screwdriver
91_40364,91,1345.466,7,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
91_41718,91,1390.6,4,1,['left_red_button'],['first_contact'],left_red_button,first_contact,first_contact__left_red_button
91_41739,91,1391.3,4,1,['left_red_button'],['decontact'],left_red_button,decontact,decontact__left_red_button
91_41756,91,1391.866,4,1,['right_red_button'],['first_contact'],right_red_button,first_contact,first_contact__right_red_button
91_41782,91,1392.733,4,1,['right_red_button'],['decontact'],right_red_button,decontact,decontact__right_red_button
92_1161,92,38.7,4,1,['left_green_button'],['first_contact'],left_green_button,first_contact,first_contact__left_green_button
92_1180,92,39.333,4,1,['left_green_button'],['decontact'],left_green_button,decontact,decontact__left_green_button
92_1198,92,39.933,4,1,['right_green_button'],['first_contact'],right_green_button,first_contact,first_contact__right_green_button
92_1220,92,40.666,4,1,['right_green_button'],['decontact'],right_green_button,decontact,decontact__right_green_button
92_1679,92,55.966,11,1,['low_voltage_board_screen'],['take'],low_voltage_board_screen,take,take__low_voltage_board_screen
92_1775,92,59.166,11,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
92_1853,92,61.766,10,1,['low_voltage_board'],['release'],low_voltage_board,release,release__low_voltage_board
92_1857,92,61.9,10,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
92_2938,92,97.933,9,1,['low_voltage_board'],['take'],low_voltage_board,take,take__low_voltage_board
92_4173,92,139.1,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
92_4185,92,139.5,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
92_4357,92,145.233,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
92_4772,92,159.066,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
92_5066,92,168.866,12,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
92_5214,92,173.8,10,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
92_5513,92,183.766,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
92_5621,92,187.366,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
92_5691,92,189.7,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
92_5701,92,190.033,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
92_5847,92,194.9,12,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
92_6042,92,201.4,12,1,['screwdriver'],['take'],screwdriver,take,take__screwdriver
92_6664,92,222.133,11,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
92_9069,92,302.3,5,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
92_9087,92,302.9,5,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
92_9184,92,306.133,6,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
92_9613,92,320.433,6,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
92_10325,92,344.166,9,1,['welder_probe_tip'],['take'],welder_probe_tip,take,take__welder_probe_tip
92_11215,92,373.833,8,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
92_12729,92,424.3,8,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
92_13125,92,437.5,5,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
92_13293,92,443.1,5,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
92_13363,92,445.433,5,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
92_13376,92,445.866,5,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
