frame_key,video_id,timestamp,num_objects_detected,num_interactions,interacting_objects,verbs
83_15215,83,507.166,6,0,[],[]
83_15227,83,507.566,9,0,[],[]
83_15273,83,509.1,4,0,[],[]
83_15285,83,509.5,3,0,[],[]
83_15297,83,509.9,3,0,[],[]
83_15567,83,518.9,4,0,[],[]
83_15579,83,519.299,5,0,[],[]
83_15591,83,519.7,7,0,[],[]
83_15611,83,520.366,5,0,[],[]
83_15623,83,520.766,8,0,[],[]
83_15627,83,520.9,8,0,[],[]
83_15635,83,521.166,11,0,[],[]
83_15639,83,521.299,11,0,[],[]
83_15651,83,521.7,11,0,[],[]
83_15674,83,522.466,9,0,[],[]
83_15686,83,522.866,11,0,[],[]
83_15698,83,523.266,7,0,[],[]
83_15716,83,523.866,11,0,[],[]
83_15722,83,524.066,7,0,[],[]
83_15728,83,524.266,8,0,[],[]
83_15734,83,524.466,8,0,[],[]
83_15740,83,524.666,8,0,[],[]
83_15746,83,524.866,9,0,[],[]
83_16238,83,541.266,8,0,[],[]
83_16250,83,541.666,9,0,[],[]
83_16262,83,542.066,7,0,[],[]
83_16549,83,551.633,5,0,[],[]
83_16561,83,552.033,5,0,[],[]
83_16566,83,552.2,5,0,[],[]
83_16573,83,552.433,5,0,[],[]
83_16578,83,552.6,5,0,[],[]
83_16590,83,553.0,5,0,[],[]
83_16744,83,558.133,8,0,[],[]
83_16756,83,558.533,7,0,[],[]
83_16768,83,558.933,5,0,[],[]
83_17040,83,568.0,4,0,[],[]
83_17052,83,568.4,4,0,[],[]
83_17064,83,568.8,4,0,[],[]
83_17194,83,573.133,8,0,[],[]
83_17206,83,573.533,8,0,[],[]
83_17218,83,573.933,10,0,[],[]
83_17363,83,578.766,7,0,[],[]
83_17375,83,579.166,7,0,[],[]
83_17387,83,579.566,8,0,[],[]
83_17415,83,580.5,9,0,[],[]
83_17427,83,580.9,9,0,[],[]
83_17439,83,581.3,10,0,[],[]
83_17548,83,584.933,9,0,[],[]
83_17560,83,585.333,9,0,[],[]
83_17572,83,585.733,9,0,[],[]
83_17741,83,591.366,7,0,[],[]
83_17753,83,591.766,6,0,[],[]
83_17763,83,592.1,5,0,[],[]
83_17765,83,592.166,5,0,[],[]
83_17775,83,592.5,5,0,[],[]
83_17787,83,592.9,5,0,[],[]
83_18074,83,602.466,6,0,[],[]
83_18086,83,602.866,5,0,[],[]
83_18098,83,603.266,4,0,[],[]
83_18122,83,604.066,3,0,[],[]
83_18134,83,604.466,3,0,[],[]
83_18635,83,621.166,8,0,[],[]
83_18647,83,621.566,8,0,[],[]
83_18659,83,621.966,8,0,[],[]
83_18673,83,622.433,10,0,[],[]
83_18685,83,622.833,10,0,[],[]
83_18697,83,623.233,10,0,[],[]
83_18897,83,629.9,12,0,[],[]
83_18909,83,630.3,12,0,[],[]
83_18921,83,630.7,10,0,[],[]
83_18962,83,632.066,10,0,[],[]
83_18970,83,632.333,10,0,[],[]
83_18974,83,632.466,10,0,[],[]
83_18982,83,632.733,10,0,[],[]
83_18986,83,632.866,10,0,[],[]
83_18994,83,633.133,10,0,[],[]
83_19119,83,637.3,4,0,[],[]
83_19131,83,637.7,4,0,[],[]
83_19141,83,638.033,4,0,[],[]
83_19143,83,638.1,4,0,[],[]
83_19153,83,638.433,3,0,[],[]
83_19165,83,638.833,2,0,[],[]
83_19445,83,648.166,4,0,[],[]
83_19457,83,648.566,4,0,[],[]
83_19469,83,648.966,4,0,[],[]
83_19563,83,652.1,4,0,[],[]
83_19575,83,652.5,4,0,[],[]
83_19587,83,652.9,4,0,[],[]
83_19752,83,658.4,13,0,[],[]
83_19764,83,658.8,13,0,[],[]
83_19776,83,659.2,11,0,[],[]
83_19810,83,660.333,11,0,[],[]
83_19822,83,660.733,11,0,[],[]
83_19834,83,661.133,10,0,[],[]
83_19848,83,661.6,10,0,[],[]
83_19860,83,662.0,10,0,[],[]
83_19872,83,662.4,10,0,[],[]
83_20027,83,667.566,5,0,[],[]
83_20039,83,667.966,5,0,[],[]
83_20051,83,668.366,3,0,[],[]
83_20059,83,668.633,3,0,[],[]
83_20071,83,669.033,3,0,[],[]
83_20083,83,669.433,3,0,[],[]
83_20408,83,680.266,6,0,[],[]
83_20420,83,680.666,5,0,[],[]
83_20432,83,681.066,3,0,[],[]
83_20509,83,683.633,4,0,[],[]
83_20521,83,684.033,4,0,[],[]
83_20533,83,684.433,4,0,[],[]
83_20909,83,696.966,6,0,[],[]
83_20921,83,697.366,4,0,[],[]
83_20933,83,697.766,3,0,[],[]
83_20938,83,697.933,3,0,[],[]
83_20950,83,698.333,3,0,[],[]
83_20962,83,698.733,3,0,[],[]
83_21220,83,707.333,4,0,[],[]
83_21232,83,707.733,4,0,[],[]
83_21244,83,708.133,4,0,[],[]
83_21312,83,710.4,4,0,[],[]
83_21324,83,710.8,4,0,[],[]
83_21336,83,711.2,4,0,[],[]
83_21690,83,723.0,5,0,[],[]
83_21702,83,723.4,5,0,[],[]
83_21714,83,723.8,3,0,[],[]
83_21717,83,723.9,3,0,[],[]
83_21729,83,724.3,3,0,[],[]
83_21741,83,724.7,3,0,[],[]
83_21968,83,732.266,6,0,[],[]
83_21980,83,732.666,5,0,[],[]
83_21992,83,733.066,2,0,[],[]
83_22030,83,734.333,2,0,[],[]
83_22042,83,734.733,2,0,[],[]
83_22054,83,735.133,2,0,[],[]
83_22366,83,745.533,4,0,[],[]
83_22378,83,745.933,3,0,[],[]
83_22385,83,746.166,3,0,[],[]
83_22390,83,746.333,3,0,[],[]
83_22397,83,746.566,2,0,[],[]
83_22409,83,746.966,2,0,[],[]
83_22664,83,755.466,5,0,[],[]
83_22676,83,755.866,4,0,[],[]
83_22688,83,756.266,4,0,[],[]
83_22799,83,759.966,4,0,[],[]
83_22811,83,760.366,4,0,[],[]
83_22823,83,760.766,4,0,[],[]
83_23206,83,773.533,6,0,[],[]
83_23218,83,773.933,5,0,[],[]
83_23227,83,774.233,3,0,[],[]
83_23230,83,774.333,3,0,[],[]
83_23239,83,774.633,3,0,[],[]
83_23251,83,775.033,2,0,[],[]
83_23491,83,783.033,5,0,[],[]
83_23503,83,783.433,4,0,[],[]
83_23515,83,783.833,4,0,[],[]
83_23560,83,785.333,4,0,[],[]
83_23572,83,785.733,4,0,[],[]
83_23584,83,786.133,4,0,[],[]
83_23905,83,796.833,5,0,[],[]
83_23917,83,797.233,5,0,[],[]
83_23919,83,797.3,5,0,[],[]
83_23929,83,797.633,5,0,[],[]
83_23931,83,797.7,5,0,[],[]
83_23943,83,798.1,5,0,[],[]
83_23974,83,799.133,5,0,[],[]
83_23986,83,799.533,4,0,[],[]
83_23998,83,799.933,4,0,[],[]
83_24077,83,802.566,4,0,[],[]
83_24089,83,802.966,4,0,[],[]
83_24101,83,803.366,4,0,[],[]
83_24200,83,806.666,13,0,[],[]
83_24212,83,807.066,13,0,[],[]
83_24213,83,807.1,13,0,[],[]
83_24224,83,807.466,13,0,[],[]
83_24225,83,807.5,13,0,[],[]
83_24237,83,807.9,10,0,[],[]
83_24280,83,809.333,12,0,[],[]
83_24292,83,809.733,12,0,[],[]
83_24304,83,810.133,11,0,[],[]
83_24376,83,812.533,9,0,[],[]
83_24388,83,812.933,9,0,[],[]
83_24400,83,813.333,9,0,[],[]
83_24404,83,813.466,8,0,[],[]
83_24416,83,813.866,10,0,[],[]
83_24428,83,814.266,10,0,[],[]
83_24475,83,815.833,10,0,[],[]
83_24487,83,816.233,10,0,[],[]
83_24515,83,817.166,9,0,[],[]
83_24527,83,817.566,10,0,[],[]
83_24539,83,817.966,9,0,[],[]
83_24556,83,818.533,9,0,[],[]
83_24568,83,818.933,9,0,[],[]
83_24707,83,823.566,8,0,[],[]
83_24719,83,823.966,8,0,[],[]
83_24731,83,824.366,5,0,[],[]
83_24764,83,825.466,2,0,[],[]
83_24776,83,825.866,4,0,[],[]
83_24788,83,826.266,4,0,[],[]
83_24842,83,828.066,5,0,[],[]
83_24854,83,828.466,5,0,[],[]
83_24857,83,828.566,5,0,[],[]
83_24866,83,828.866,5,0,[],[]
83_24869,83,828.966,5,0,[],[]
83_24881,83,829.366,5,0,[],[]
83_24987,83,832.9,13,0,[],[]
83_24999,83,833.3,12,0,[],[]
83_25011,83,833.7,9,0,[],[]
83_25241,83,841.366,7,0,[],[]
83_25253,83,841.766,10,0,[],[]
83_25265,83,842.166,9,0,[],[]
83_25433,83,847.766,9,0,[],[]
83_25445,83,848.166,9,0,[],[]
83_25457,83,848.566,9,0,[],[]
83_25684,83,856.133,8,0,[],[]
83_25696,83,856.533,9,0,[],[]
83_25708,83,856.933,9,0,[],[]
83_25739,83,857.966,2,0,[],[]
83_25751,83,858.366,9,0,[],[]
83_25763,83,858.766,7,0,[],[]
83_26000,83,866.666,6,0,[],[]
83_26012,83,867.066,6,0,[],[]
83_26024,83,867.466,6,0,[],[]
83_26058,83,868.6,5,0,[],[]
83_26070,83,869.0,5,0,[],[]
83_26082,83,869.4,5,0,[],[]
83_26148,83,871.6,6,0,[],[]
83_26160,83,872.0,6,0,[],[]
83_26172,83,872.4,5,0,[],[]
83_26515,83,883.833,5,0,[],[]
83_26527,83,884.233,5,0,[],[]
83_26539,83,884.633,5,0,[],[]
83_27121,83,904.033,9,0,[],[]
83_27133,83,904.433,9,0,[],[]
83_27145,83,904.833,6,0,[],[]
83_27942,83,931.4,7,0,[],[]
83_27954,83,931.8,10,0,[],[]
83_27966,83,932.2,10,0,[],[]
83_28013,83,933.766,8,0,[],[]
83_28025,83,934.166,9,0,[],[]
83_28037,83,934.566,9,0,[],[]
83_28059,83,935.3,9,0,[],[]
83_28071,83,935.7,9,0,[],[]
83_28083,83,936.1,9,0,[],[]
83_28132,83,937.733,10,0,[],[]
83_28144,83,938.133,11,0,[],[]
83_28156,83,938.533,8,0,[],[]
83_28189,83,939.633,8,0,[],[]
83_28201,83,940.033,8,0,[],[]
83_28213,83,940.433,8,0,[],[]
83_28449,83,948.3,8,0,[],[]
83_28461,83,948.7,8,0,[],[]
83_28473,83,949.1,6,0,[],[]
83_29268,83,975.6,6,0,[],[]
83_29280,83,976.0,5,0,[],[]
83_29292,83,976.4,5,0,[],[]
83_29293,83,976.433,5,0,[],[]
83_29305,83,976.833,6,0,[],[]
83_29317,83,977.233,7,0,[],[]
83_29396,83,979.866,12,0,[],[]
83_29408,83,980.266,12,0,[],[]
83_29420,83,980.666,11,0,[],[]
83_29458,83,981.933,11,0,[],[]
83_29470,83,982.333,10,0,[],[]
83_29482,83,982.733,3,0,[],[]
83_29648,83,988.266,6,0,[],[]
83_29660,83,988.666,6,0,[],[]
83_29672,83,989.066,5,0,[],[]
83_29998,83,999.933,5,0,[],[]
83_30010,83,1000.333,5,0,[],[]
83_30022,83,1000.733,5,0,[],[]
83_30032,83,1001.066,5,0,[],[]
83_30044,83,1001.466,6,0,[],[]
83_30051,83,1001.7,6,0,[],[]
83_30056,83,1001.866,6,0,[],[]
83_30063,83,1002.1,5,0,[],[]
83_30075,83,1002.5,5,0,[],[]
83_30361,83,1012.033,7,0,[],[]
83_30373,83,1012.433,9,0,[],[]
83_30376,83,1012.533,9,0,[],[]
83_30385,83,1012.833,9,0,[],[]
83_30388,83,1012.933,8,0,[],[]
83_30400,83,1013.333,8,0,[],[]
83_30835,83,1027.833,9,0,[],[]
83_30843,83,1028.099,9,0,[],[]
83_30847,83,1028.233,9,0,[],[]
83_30855,83,1028.5,9,0,[],[]
83_30859,83,1028.633,10,0,[],[]
83_30867,83,1028.9,5,0,[],[]
83_31189,83,1039.633,7,0,[],[]
83_31201,83,1040.033,7,0,[],[]
83_31213,83,1040.433,5,0,[],[]
83_31878,83,1062.6,5,0,[],[]
83_31890,83,1063.0,6,0,[],[]
83_31902,83,1063.4,9,0,[],[]
83_34324,83,1144.133,6,0,[],[]
83_34336,83,1144.533,7,0,[],[]
83_34348,83,1144.933,7,0,[],[]
83_34990,83,1166.333,8,0,[],[]
83_35002,83,1166.733,10,0,[],[]
83_35014,83,1167.133,7,0,[],[]
83_35145,83,1171.5,7,0,[],[]
83_35157,83,1171.9,7,0,[],[]
83_35169,83,1172.3,7,0,[],[]
83_35170,83,1172.333,7,0,[],[]
83_35182,83,1172.733,7,0,[],[]
83_35194,83,1173.133,10,0,[],[]
83_35230,83,1174.333,8,0,[],[]
83_35242,83,1174.733,9,0,[],[]
83_35254,83,1175.133,9,0,[],[]
83_35309,83,1176.966,9,0,[],[]
83_35321,83,1177.366,10,0,[],[]
83_35333,83,1177.766,7,0,[],[]
83_35356,83,1178.533,6,0,[],[]
83_35368,83,1178.933,7,0,[],[]
83_35380,83,1179.333,7,0,[],[]
83_35566,83,1185.533,7,0,[],[]
83_35578,83,1185.933,7,0,[],[]
83_35590,83,1186.333,7,0,[],[]
83_35615,83,1187.166,6,0,[],[]
83_35626,83,1187.533,6,0,[],[]
83_35627,83,1187.566,6,0,[],[]
83_35638,83,1187.933,6,0,[],[]
83_35639,83,1187.966,6,0,[],[]
83_35650,83,1188.333,6,0,[],[]
83_35927,83,1197.566,6,0,[],[]
83_35939,83,1197.966,7,0,[],[]
83_35951,83,1198.366,7,0,[],[]
83_35955,83,1198.5,8,0,[],[]
83_35967,83,1198.9,6,0,[],[]
83_35979,83,1199.3,6,0,[],[]
83_36237,83,1207.9,9,0,[],[]
83_36249,83,1208.3,9,0,[],[]
83_36261,83,1208.7,9,0,[],[]
83_36370,83,1212.333,8,0,[],[]
83_36382,83,1212.733,8,0,[],[]
83_36394,83,1213.133,9,0,[],[]
83_36417,83,1213.9,7,0,[],[]
83_36429,83,1214.3,8,0,[],[]
83_36441,83,1214.7,7,0,[],[]
83_36447,83,1214.9,7,0,[],[]
83_36459,83,1215.3,6,0,[],[]
83_36471,83,1215.7,6,0,[],[]
83_36500,83,1216.666,7,0,[],[]
83_36512,83,1217.066,7,0,[],[]
83_36524,83,1217.466,9,0,[],[]
83_36572,83,1219.066,6,0,[],[]
83_36584,83,1219.466,7,0,[],[]
83_36596,83,1219.866,7,0,[],[]
83_36822,83,1227.4,8,0,[],[]
83_36834,83,1227.8,9,0,[],[]
83_36846,83,1228.2,10,0,[],[]
83_37078,83,1235.933,9,0,[],[]
83_37090,83,1236.333,9,0,[],[]
83_37102,83,1236.733,11,0,[],[]
83_37168,83,1238.933,7,0,[],[]
83_37172,83,1239.066,8,0,[],[]
83_37180,83,1239.333,9,0,[],[]
83_37184,83,1239.466,9,0,[],[]
83_37192,83,1239.733,11,0,[],[]
83_37196,83,1239.866,10,0,[],[]
83_37326,83,1244.2,8,0,[],[]
83_37338,83,1244.6,10,0,[],[]
83_37350,83,1245.0,9,0,[],[]
83_37543,83,1251.433,8,0,[],[]
83_37555,83,1251.833,7,0,[],[]
83_37567,83,1252.233,7,0,[],[]
83_37596,83,1253.2,13,0,[],[]
83_37608,83,1253.6,11,0,[],[]
83_37620,83,1254.0,6,0,[],[]
83_37630,83,1254.333,10,0,[],[]
83_37642,83,1254.733,13,0,[],[]
83_37654,83,1255.133,13,0,[],[]
83_37683,83,1256.1,11,0,[],[]
83_37695,83,1256.5,12,0,[],[]
83_37707,83,1256.9,11,0,[],[]
83_37820,83,1260.666,5,0,[],[]
83_37832,83,1261.066,5,0,[],[]
83_37836,83,1261.2,5,0,[],[]
83_37844,83,1261.466,5,0,[],[]
83_37848,83,1261.6,5,0,[],[]
83_37860,83,1262.0,5,0,[],[]
83_37965,83,1265.5,6,0,[],[]
83_37977,83,1265.9,6,0,[],[]
83_37989,83,1266.3,5,0,[],[]
83_38193,83,1273.1,4,0,[],[]
83_38205,83,1273.5,4,0,[],[]
83_38217,83,1273.9,4,0,[],[]
83_38462,83,1282.066,10,0,[],[]
83_38472,83,1282.4,10,0,[],[]
83_38474,83,1282.466,10,0,[],[]
83_38484,83,1282.8,9,0,[],[]
83_38486,83,1282.866,9,0,[],[]
83_38496,83,1283.2,9,0,[],[]
83_38582,83,1286.066,11,0,[],[]
83_38594,83,1286.466,11,0,[],[]
83_38606,83,1286.866,10,0,[],[]
83_38749,83,1291.633,12,0,[],[]
83_38761,83,1292.033,12,0,[],[]
83_38773,83,1292.433,11,0,[],[]
83_38821,83,1294.033,10,0,[],[]
83_38833,83,1294.433,5,0,[],[]
83_38835,83,1294.5,6,0,[],[]
83_38845,83,1294.833,5,0,[],[]
83_38847,83,1294.9,5,0,[],[]
83_38859,83,1295.3,5,0,[],[]
83_39072,83,1302.4,7,0,[],[]
83_39084,83,1302.8,5,0,[],[]
83_39096,83,1303.2,5,0,[],[]
83_39166,83,1305.533,3,0,[],[]
83_39178,83,1305.933,3,0,[],[]
83_39190,83,1306.333,3,0,[],[]
83_39525,83,1317.5,10,0,[],[]
83_39537,83,1317.9,8,0,[],[]
83_39549,83,1318.3,7,0,[],[]
83_39969,83,1332.3,3,0,[],[]
83_39981,83,1332.7,3,0,[],[]
83_39988,83,1332.933,3,0,[],[]
83_39993,83,1333.1,3,0,[],[]
83_40000,83,1333.333,3,0,[],[]
83_40012,83,1333.733,3,0,[],[]
83_40257,83,1341.9,6,0,[],[]
83_40269,83,1342.3,5,0,[],[]
83_40281,83,1342.7,4,0,[],[]
83_40315,83,1343.833,4,0,[],[]
83_40327,83,1344.233,4,0,[],[]
83_40339,83,1344.633,4,0,[],[]
83_40624,83,1354.133,13,0,[],[]
83_40636,83,1354.533,13,0,[],[]
83_40648,83,1354.933,12,0,[],[]
83_40841,83,1361.366,5,0,[],[]
83_40853,83,1361.766,4,0,[],[]
83_40859,83,1361.966,3,0,[],[]
83_40865,83,1362.166,3,0,[],[]
83_40871,83,1362.366,3,0,[],[]
83_40883,83,1362.766,3,0,[],[]
83_41220,83,1374.0,5,0,[],[]
83_41232,83,1374.4,4,0,[],[]
83_41244,83,1374.8,3,0,[],[]
83_41271,83,1375.7,4,0,[],[]
83_41283,83,1376.1,4,0,[],[]
83_41295,83,1376.5,4,0,[],[]
83_41640,83,1388.0,5,0,[],[]
83_41652,83,1388.4,4,0,[],[]
83_41658,83,1388.6,3,0,[],[]
83_41664,83,1388.8,3,0,[],[]
83_41670,83,1389.0,3,0,[],[]
83_41682,83,1389.4,2,0,[],[]
83_41950,83,1398.333,4,0,[],[]
83_41962,83,1398.733,4,0,[],[]
83_41974,83,1399.133,4,0,[],[]
83_42038,83,1401.266,2,0,[],[]
83_42050,83,1401.666,4,0,[],[]
83_42062,83,1402.066,4,0,[],[]
83_42479,83,1415.966,5,0,[],[]
83_42491,83,1416.366,5,0,[],[]
83_42500,83,1416.666,3,0,[],[]
83_42503,83,1416.766,3,0,[],[]
83_42512,83,1417.066,3,0,[],[]
83_42524,83,1417.466,3,0,[],[]
83_42794,83,1426.466,5,0,[],[]
83_42806,83,1426.866,4,0,[],[]
83_42818,83,1427.266,4,0,[],[]
83_42863,83,1428.766,4,0,[],[]
83_42875,83,1429.166,4,0,[],[]
83_42887,83,1429.566,4,0,[],[]
83_43317,83,1443.9,4,0,[],[]
83_43329,83,1444.3,3,0,[],[]
83_43341,83,1444.7,3,0,[],[]
83_43343,83,1444.766,3,0,[],[]
83_43355,83,1445.166,3,0,[],[]
83_43367,83,1445.566,3,0,[],[]
83_43653,83,1455.1,6,0,[],[]
83_43665,83,1455.5,4,0,[],[]
83_43677,83,1455.9,4,0,[],[]
83_43703,83,1456.766,3,0,[],[]
83_43715,83,1457.166,3,0,[],[]
83_43727,83,1457.566,3,0,[],[]
83_44069,83,1468.966,5,0,[],[]
83_44081,83,1469.366,5,0,[],[]
83_44093,83,1469.766,3,0,[],[]
83_44099,83,1469.966,3,0,[],[]
83_44111,83,1470.366,3,0,[],[]
83_44123,83,1470.766,3,0,[],[]
83_44427,83,1480.9,5,0,[],[]
83_44439,83,1481.3,4,0,[],[]
83_44451,83,1481.7,4,0,[],[]
83_44478,83,1482.6,2,0,[],[]
83_44490,83,1483.0,2,0,[],[]
83_44502,83,1483.4,2,0,[],[]
83_44743,83,1491.433,5,0,[],[]
83_44755,83,1491.833,5,0,[],[]
83_44767,83,1492.233,5,0,[],[]
83_44791,83,1493.033,5,0,[],[]
83_44841,83,1494.7,4,0,[],[]
83_44853,83,1495.1,4,0,[],[]
83_44865,83,1495.5,4,0,[],[]
83_44953,83,1498.433,4,0,[],[]
83_44965,83,1498.833,4,0,[],[]
83_44977,83,1499.233,4,0,[],[]
83_45094,83,1503.133,5,0,[],[]
83_45106,83,1503.533,6,0,[],[]
83_45115,83,1503.833,8,0,[],[]
83_45118,83,1503.933,10,0,[],[]
83_45127,83,1504.233,9,0,[],[]
83_45139,83,1504.633,9,0,[],[]
83_45195,83,1506.5,8,0,[],[]
83_45207,83,1506.9,8,0,[],[]
83_45219,83,1507.3,7,0,[],[]
83_45279,83,1509.3,10,0,[],[]
83_45291,83,1509.7,9,0,[],[]
83_45303,83,1510.1,9,0,[],[]
83_45306,83,1510.2,9,0,[],[]
83_45318,83,1510.6,9,0,[],[]
83_45324,83,1510.8,8,0,[],[]
83_45330,83,1511.0,11,0,[],[]
83_45336,83,1511.2,12,0,[],[]
83_45343,83,1511.433,11,0,[],[]
83_45348,83,1511.6,7,0,[],[]
83_45355,83,1511.833,7,0,[],[]
83_45357,83,1511.9,7,0,[],[]
83_45367,83,1512.233,7,0,[],[]
83_45369,83,1512.3,7,0,[],[]
83_45381,83,1512.7,7,0,[],[]
83_45398,83,1513.266,8,0,[],[]
83_45410,83,1513.666,8,0,[],[]
83_45411,83,1513.7,8,0,[],[]
83_45422,83,1514.066,8,0,[],[]
83_45423,83,1514.1,8,0,[],[]
83_45435,83,1514.5,8,0,[],[]
83_45454,83,1515.133,8,0,[],[]
83_45466,83,1515.533,8,0,[],[]
83_45478,83,1515.933,8,0,[],[]
83_45643,83,1521.433,9,0,[],[]
83_45655,83,1521.833,7,0,[],[]
83_45667,83,1522.233,4,0,[],[]
83_45692,83,1523.066,3,0,[],[]
83_45704,83,1523.466,3,0,[],[]
83_45716,83,1523.866,3,0,[],[]
83_45794,83,1526.466,5,0,[],[]
83_45806,83,1526.866,5,0,[],[]
83_45811,83,1527.033,5,0,[],[]
83_45818,83,1527.266,5,0,[],[]
83_45823,83,1527.433,5,0,[],[]
83_45835,83,1527.833,4,0,[],[]
83_45956,83,1531.866,10,0,[],[]
83_45968,83,1532.266,9,0,[],[]
83_45980,83,1532.666,9,0,[],[]
83_46252,83,1541.733,5,0,[],[]
83_46264,83,1542.133,5,0,[],[]
83_46272,83,1542.4,4,0,[],[]
83_46276,83,1542.533,6,0,[],[]
83_46284,83,1542.8,9,0,[],[]
83_46296,83,1543.2,9,0,[],[]
83_46393,83,1546.433,9,0,[],[]
83_46405,83,1546.833,9,0,[],[]
83_46417,83,1547.233,9,0,[],[]
83_46421,83,1547.366,9,0,[],[]
83_46433,83,1547.766,8,0,[],[]
83_46445,83,1548.166,8,0,[],[]
83_46794,83,1559.8,7,0,[],[]
83_46796,83,1559.866,7,0,[],[]
83_46806,83,1560.2,8,0,[],[]
83_46808,83,1560.266,8,0,[],[]
83_46818,83,1560.6,8,0,[],[]
83_46819,83,1560.633,8,0,[],[]
83_46833,83,1561.1,8,0,[],[]
83_46845,83,1561.5,8,0,[],[]
83_46857,83,1561.9,8,0,[],[]
83_47011,83,1567.033,4,0,[],[]
83_47023,83,1567.433,5,0,[],[]
83_47035,83,1567.833,8,0,[],[]
83_47069,83,1568.966,6,0,[],[]
83_47081,83,1569.366,8,0,[],[]
83_47093,83,1569.766,6,0,[],[]
83_47376,83,1579.2,9,0,[],[]
83_47388,83,1579.6,10,0,[],[]
83_47400,83,1580.0,9,0,[],[]
83_47699,83,1589.966,9,0,[],[]
83_47711,83,1590.366,7,0,[],[]
83_47721,83,1590.7,8,0,[],[]
83_47723,83,1590.766,8,0,[],[]
83_47733,83,1591.1,8,0,[],[]
83_47745,83,1591.5,6,0,[],[]
83_47925,83,1597.5,8,0,[],[]
83_47937,83,1597.9,8,0,[],[]
83_47949,83,1598.3,8,0,[],[]
83_47999,83,1599.966,7,0,[],[]
83_48011,83,1600.366,7,0,[],[]
83_48023,83,1600.766,7,0,[],[]
83_48030,83,1601.0,7,0,[],[]
83_48042,83,1601.4,5,0,[],[]
83_48052,83,1601.733,4,0,[],[]
83_48054,83,1601.8,4,0,[],[]
83_48064,83,1602.133,4,0,[],[]
83_48076,83,1602.533,4,0,[],[]
83_48250,83,1608.333,13,0,[],[]
83_48262,83,1608.733,13,0,[],[]
83_48274,83,1609.133,14,0,[],[]
83_48338,83,1611.266,9,0,[],[]
83_48350,83,1611.666,8,0,[],[]
83_48362,83,1612.066,7,0,[],[]
83_49046,83,1634.866,10,0,[],[]
83_49058,83,1635.266,10,0,[],[]
83_49070,83,1635.666,10,0,[],[]
83_49415,83,1647.166,4,0,[],[]
83_49427,83,1647.566,4,0,[],[]
83_49432,83,1647.733,4,0,[],[]
83_49439,83,1647.966,4,0,[],[]
83_49444,83,1648.133,4,0,[],[]
83_49447,83,1648.233,4,0,[],[]
83_49456,83,1648.533,4,0,[],[]
83_49459,83,1648.633,4,0,[],[]
83_49467,83,1648.9,4,0,[],[]
83_49471,83,1649.033,4,0,[],[]
83_49479,83,1649.3,4,0,[],[]
83_49491,83,1649.7,4,0,[],[]
85_1024,85,34.133,4,0,[],[]
85_1036,85,34.533,4,0,[],[]
85_1048,85,34.933,4,0,[],[]
85_1054,85,35.133,3,0,[],[]
85_1066,85,35.533,3,0,[],[]
85_1074,85,35.8,4,0,[],[]
85_1078,85,35.933,4,0,[],[]
85_1086,85,36.2,4,0,[],[]
85_1098,85,36.6,4,0,[],[]
85_1648,85,54.933,10,0,[],[]
85_1660,85,55.333,11,0,[],[]
85_1672,85,55.733,12,0,[],[]
85_1724,85,57.466,10,0,[],[]
85_1736,85,57.866,7,0,[],[]
85_1748,85,58.266,6,0,[],[]
85_1879,85,62.633,6,0,[],[]
85_1891,85,63.033,8,0,[],[]
85_1903,85,63.433,10,0,[],[]
85_1906,85,63.533,10,0,[],[]
85_1918,85,63.933,8,0,[],[]
85_1930,85,64.333,7,0,[],[]
85_2172,85,72.4,7,0,[],[]
85_2184,85,72.8,6,0,[],[]
85_2196,85,73.2,7,0,[],[]
85_2355,85,78.5,4,0,[],[]
85_2367,85,78.9,5,0,[],[]
85_2379,85,79.3,5,0,[],[]
85_2421,85,80.7,5,0,[],[]
85_2433,85,81.1,6,0,[],[]
85_2445,85,81.5,5,0,[],[]
85_2485,85,82.833,5,0,[],[]
85_2497,85,83.233,6,0,[],[]
85_2509,85,83.633,5,0,[],[]
85_2540,85,84.666,5,0,[],[]
85_2552,85,85.066,6,0,[],[]
85_2564,85,85.466,6,0,[],[]
85_3491,85,116.366,4,0,[],[]
85_3503,85,116.766,4,0,[],[]
85_3625,85,120.833,8,0,[],[]
85_3637,85,121.233,7,0,[],[]
85_3649,85,121.633,5,0,[],[]
85_3973,85,132.433,4,0,[],[]
85_3985,85,132.833,4,0,[],[]
85_3997,85,133.233,4,0,[],[]
85_4143,85,138.1,9,0,[],[]
85_4155,85,138.5,8,0,[],[]
85_4167,85,138.9,8,0,[],[]
85_4206,85,140.2,8,0,[],[]
85_4218,85,140.6,8,0,[],[]
85_4219,85,140.633,8,0,[],[]
85_4228,85,140.933,8,0,[],[]
85_4230,85,141.0,8,0,[],[]
85_4231,85,141.033,8,0,[],[]
85_4240,85,141.333,8,0,[],[]
85_4243,85,141.433,7,0,[],[]
85_4252,85,141.733,7,0,[],[]
85_4318,85,143.933,8,0,[],[]
85_4330,85,144.333,8,0,[],[]
85_4342,85,144.733,8,0,[],[]
85_4688,85,156.266,4,0,[],[]
85_4700,85,156.666,4,0,[],[]
85_4712,85,157.066,4,0,[],[]
85_4854,85,161.8,8,0,[],[]
85_4866,85,162.2,6,0,[],[]
85_4878,85,162.6,5,0,[],[]
